country,year,nitrous_oxide,agricultural_land,greenhouse_gas_emissions,population_growth,GDP,renewable_electricity,total_population,forest_area,alternative_energy,expenses
Paraguay,1995,,36.9245909891769,,,,,,,,
Paraguay,1994,,36.5470425371256,,,,,,,,
Paraguay,1993,,36.1694940850742,,,,,,,,
Paraguay,1992,,36.1694940850742,,,,,,,,
Paraguay,1991,,35.7919456330229,,,,,,,,
Paraguay,1990,,35.5891517744777,,,,,,,,
French Polynesia,2020,,13.9729184673005,,,,,,,,
French Polynesia,2019,,13.6848170556036,,,,,,,,
French Polynesia,2018,,13.6848170556036,,,,,,,,
French Polynesia,2017,,13.3967156439067,,,,,,,,
French Polynesia,2016,,13.1086142322097,,,,,,,,
French Polynesia,2015,,13.1086142322097,,,,,,,,
French Polynesia,2014,,13.1086142322097,,,,,,,,
French Polynesia,2013,,13.1086142322097,,,,,,,,
French Polynesia,2012,,13.1086142322097,,,,,,,,
French Polynesia,2011,,13.1086142322097,,,,,,,,
French Polynesia,2010,,12.8205128205128,,,,,,,,
French Polynesia,2009,,12.8205128205128,,,,,,,,
French Polynesia,2008,,12.9645635263613,,,,,,,,
French Polynesia,2007,,12.9645635263613,,,,,,,,
French Polynesia,2006,,12.9645635263613,,,,,,,,
French Polynesia,2005,,12.9645635263613,,,,,,,,
French Polynesia,2004,,12.9645635263613,,,,,,,,
French Polynesia,2003,,12.9645635263613,,,,,,,,
French Polynesia,2002,,12.9645635263613,,,,,,,,
French Polynesia,2001,,12.3883607029674,,,,,,,,
French Polynesia,2000,,12.3883607029674,,,,,,,,
French Polynesia,1999,,11.7486338797814,,,,,,,,
French Polynesia,1998,,11.7486338797814,,,,,,,,
French Polynesia,1997,,11.7486338797814,,,,,,,,
French Polynesia,1996,,11.7486338797814,,,,,,,,
French Polynesia,1995,,11.7486338797814,,,,,,,,
French Polynesia,1994,,11.7486338797814,,,,,,,,
French Polynesia,1993,,11.7486338797814,,,,,,,,
French Polynesia,1992,,11.7486338797814,,,,,,,,
French Polynesia,1991,,11.7486338797814,,,,,,,,
French Polynesia,1990,,11.7486338797814,,,,,,,,
Singapore,2020,,0.919220055710306,,,,,,,,
Singapore,2019,,0.921787709497207,,,,,,,,
Singapore,2018,,0.92436974789916,,,,,,,,
Singapore,2017,,0.926966292134832,,,,,,,,
Singapore,2016,,0.930888575458392,,,,,,,,
Singapore,2015,,0.930888575458392,,,,,,,,
Singapore,2014,,0.930888575458392,,,,,,,,
Singapore,2013,,0.947666195190948,,,,,,,,
Singapore,2012,,1.03399433427762,,,,,,,,
Singapore,2011,,1.03693181818182,,,,,,,,
Singapore,2010,,1.05413105413105,,,,,,,,
Singapore,2009,,1.0,,,,,,,,
Singapore,2008,,1.0,,,,,,,,
Singapore,2007,,1.15107913669065,,,,,,,,
Singapore,2006,,1.0806916426513,,,,,,,,
Singapore,2005,,1.10304789550073,,,,,,,,
Singapore,2004,,1.1611030478955,,,,,,,,
Singapore,2003,,1.16448326055313,,,,,,,,
Singapore,2002,,1.77777777777778,,,,,,,,
Singapore,2001,,1.7910447761194,,,,,,,,
Singapore,2000,,1.7910447761194,,,,,,,,
Singapore,1999,,1.7910447761194,,,,,,,,
Singapore,1998,,1.7910447761194,,,,,,,,
Singapore,1997,,1.7910447761194,,,,,,,,
Singapore,1996,,1.7910447761194,,,,,,,,
Singapore,1995,,1.7910447761194,,,,,,,,
Singapore,1994,,1.7910447761194,,,,,,,,
Singapore,1993,,1.7910447761194,,,,,,,,
Singapore,1992,,1.7910447761194,,,,,,,,
Singapore,1991,,1.7910447761194,,,,,,,,
Singapore,1990,,2.98507462686567,,,,,,,,
El Salvador,2020,,57.707528957529,,,,,,,,
El Salvador,2019,,57.707528957529,,,,,,,,
El Salvador,2018,,57.707528957529,,,,,,,,
El Salvador,2017,,58.1660231660232,,,,,,,,
El Salvador,2016,,58.5955598455598,,,,,,,,
El Salvador,2015,,59.0250965250965,,,,,,,,
El Salvador,2014,,58.6003861003861,,,,,,,,
El Salvador,2013,,58.8030888030888,,,,,,,,
El Salvador,2012,,58.9864864864865,,,,,,,,
El Salvador,2011,,59.1698841698842,,,,,,,,
El Salvador,2010,,59.3581081081081,,,,,,,,
El Salvador,2009,,59.5415057915058,,,,,,,,
El Salvador,2008,,59.7249034749035,,,,,,,,
El Salvador,2007,,59.9083011583012,,,,,,,,
El Salvador,2006,,58.730694980695,,,,,,,,
El Salvador,2005,,58.8127413127413,,,,,,,,
El Salvador,2004,,61.8098455598456,,,,,,,,
El Salvador,2003,,60.5550193050193,,,,,,,,
El Salvador,2002,,60.9893822393822,,,,,,,,
El Salvador,2001,,61.6650579150579,,,,,,,,
El Salvador,2000,,62.0994208494209,,,,,,,,
El Salvador,1999,,62.5337837837838,,,,,,,,
El Salvador,1998,,61.2837837837838,,,,,,,,
El Salvador,1997,,59.8938223938224,,,,,,,,
El Salvador,1996,,60.1399613899614,,,,,,,,
El Salvador,1995,,62.2683397683398,,,,,,,,
El Salvador,1994,,62.4662162162162,,,,,,,,
El Salvador,1993,,62.5675675675676,,,,,,,,
El Salvador,1992,,62.8137065637066,,,,,,,,
El Salvador,1991,,61.9546332046332,,,,,,,,
El Salvador,1990,,61.3320463320463,,,,,,,,
Suriname,2020,,0.512820512820513,,,,,,,,
Suriname,2019,,0.538461538461538,,,,,,,,
Suriname,2018,,0.538461538461538,,,,,,,,
Suriname,2017,,0.538461538461538,,,,,,,,
Suriname,2016,,0.557692307692308,,,,,,,,
Suriname,2015,,0.557692307692308,,,,,,,,
Suriname,2014,,0.565384615384615,,,,,,,,
Suriname,2013,,0.533333333333333,,,,,,,,
Suriname,2012,,0.469230769230769,,,,,,,,
Suriname,2011,,0.512820512820513,,,,,,,,
Suriname,2010,,0.501923076923077,,,,,,,,
Suriname,2009,,0.515384615384615,,,,,,,,
Suriname,2008,,0.453846153846154,,,,,,,,
Suriname,2007,,0.448717948717949,,,,,,,,
Suriname,2006,,0.466666666666667,,,,,,,,
Suriname,2005,,0.466666666666667,,,,,,,,
Suriname,2004,,0.496794871794872,,,,,,,,
Suriname,2003,,0.516025641025641,,,,,,,,
Suriname,2002,,0.474358974358974,,,,,,,,
Suriname,2001,,0.551282051282051,,,,,,,,
Suriname,2000,,0.564102564102564,,,,,,,,
Suriname,1999,,0.564102564102564,,,,,,,,
Suriname,1998,,0.564102564102564,,,,,,,,
Suriname,1997,,0.564102564102564,,,,,,,,
Suriname,1996,,0.570512820512821,,,,,,,,
Suriname,1995,,0.570512820512821,,,,,,,,
Suriname,1994,,0.570512820512821,,,,,,,,
Suriname,1993,,0.570512820512821,,,,,,,,
Suriname,1992,,0.570512820512821,,,,,,,,
Suriname,1991,,0.570512820512821,,,,,,,,
Suriname,1990,,0.564102564102564,,,,,,,,
Uruguay,2020,,80.3531025025711,,,,,,,,
Uruguay,2019,,80.7182036338704,,,,,,,,
Uruguay,2018,,81.0810193120786,,,,,,,,
Uruguay,2017,,81.2644269226374,,,,,,,,
Uruguay,2016,,81.5066849502914,,,,,,,,
Uruguay,2015,,82.6625528511027,,,,,,,,
Uruguay,2014,,82.7054050965604,,,,,,,,
Uruguay,2013,,81.9717746543252,,,,,,,,
Uruguay,2012,,81.3449891440978,,,,,,,,
Uruguay,2011,,82.9962290023997,,,,,,,,
Uruguay,2010,,82.4648611587247,,,,,,,,
Uruguay,2009,,84.6417552279739,,,,,,,,
Uruguay,2008,,83.8418466460976,,,,,,,,
Uruguay,2007,,83.1333561878643,,,,,,,,
Uruguay,2006,,83.961832933379,,,,,,,,
Uruguay,2005,,84.7446006170723,,,,,,,,
Uruguay,2004,,84.7274597188893,,,,,,,,
Uruguay,2003,,85.2873957262027,,,,,,,,
Uruguay,2002,,85.264541195292,,,,,,,,
Uruguay,2001,,85.4873728716718,,,,,,,,
Uruguay,2000,,85.4645183407611,,,,,,,,
Uruguay,1999,,85.4416638098503,,,,,,,,
Uruguay,1998,,85.4188092789395,,,,,,,,
Uruguay,1997,,85.3902411153011,,,,,,,,
Uruguay,1996,,85.3673865843904,,,,,,,,
Uruguay,1995,,85.3502456862073,,,,,,,,
Uruguay,1994,,85.3273911552965,,,,,,,,
Uruguay,1993,,85.3045366243858,,,,,,,,
Uruguay,1992,,85.2759684607473,,,,,,,,
Uruguay,1991,,85.2531139298366,,,,,,,,
Uruguay,1990,,85.2302593989258,,,,,,,,
Aruba,2020,,,,,,,,,,
Aruba,2019,,,,,,,,,,
Aruba,2018,,,,,,,,,,
Aruba,2017,,,,,,,,,,
Aruba,2016,,,,,,,,,,
Aruba,2015,,,,,,,,,,
Aruba,2014,,,,,,,,,,
Aruba,2013,,,,,,,,,,
Aruba,2012,,,,,,,,,,
Aruba,2011,,,,,,,,,,
Aruba,2010,,,,,,,,,,
Aruba,2009,,,,,,,,,,
Aruba,2008,,,,,,,,,,
Aruba,2007,,,,,,,,,,
Aruba,2006,,,,,,,,,,
Aruba,2005,,,,,,,,,,
Aruba,2004,,,,,,,,,,
Aruba,2003,,,,,,,,,,
Aruba,2002,,,,,,,,,,
Aruba,2001,,,,,,,,,,
Aruba,2000,,,,,,,,,,
Aruba,1999,,,,,,,,,,
Aruba,1998,,,,,,,,,,
Aruba,1997,,,,,,,,,,
Aruba,1996,,,,,,,,,,
Aruba,1995,,,,,,,,,,
Aruba,1994,,,,,,,,,,
Aruba,1993,,,,,,,,,,
Aruba,1992,,,,,,,,,,
Aruba,1991,,,,,,,,,,
Aruba,1990,,,,,,,,,,
Bahrain,2020,,,54151.41004,,,,,,,
Bahrain,2019,,,54194.74915,,,,,,,
Bahrain,2018,,,51257.81097,,,,,,,
Bahrain,2017,,,50342.13908,,,,,,,
Bahrain,2016,,,49459.0278,,,,,,,
Bahrain,2015,,,48874.34031,,,,,,,
Bahrain,2014,,,48106.69701,,,,,,,
Bahrain,2013,,,46013.64861,,,,,,,
Bahrain,2012,,,43195.32451,,,,,,,
Bahrain,2011,,,41607.08671,,,,,,,
Bahrain,2010,,,40906.21441,,,,,,,
Bahrain,2009,,,38946.46292,,,,,,,
Bahrain,2008,,,38404.86883,,,,,,,
Bahrain,2007,,,35914.54384,,,,,,,
Bahrain,2006,,,34713.68845,,,,,,,
Bahrain,2005,,,32238.91256,,,,,,,
Bahrain,2004,,,28963.98535,,,,,,,
Bahrain,2003,,,28717.68894,,,,,,,
Bahrain,2002,,,27655.51593,,,,,,,
Bahrain,2001,,,26452.33222,,,,,,,
Bahrain,2000,,,25623.79391,,,,,,,
Bahrain,1999,,,24540.66822,,,,,,,
Bahrain,1998,,,23956.03524,,,,,,,
Bahrain,1997,,,22198.17836,,,,,,,
Bahrain,1996,,,21196.94787,,,,,,,
Bahrain,1995,,,19948.40219,,,,,,,
Bahrain,1994,,,19235.98034,,,,,,,
Bahrain,1993,,,18782.68798,,,,,,,
Bahrain,1992,,,17788.67223,,,,,,,
Bahrain,1991,,,15591.26618,,,,,,,
Bahrain,1990,,,15950.83482,,,,,,,
Costa Rica,2020,,,14405.0866,,,,,,,
Costa Rica,2019,,,15718.67899,,,,,,,
Costa Rica,2018,,,15749.85459,,,,,,,
Costa Rica,2017,,,15440.86498,,,,,,,
Costa Rica,2016,,,15103.53237,,,,,,,
Costa Rica,2015,,,14296.03177,,,,,,,
Costa Rica,2014,,,14438.24508,,,,,,,
Costa Rica,2013,,,14390.80079,,,,,,,
Costa Rica,2012,,,13894.03481,,,,,,,
Costa Rica,2011,,,13939.11362,,,,,,,
Costa Rica,2010,,,13252.16003,,,,,,,
Costa Rica,2009,,,13119.85323,,,,,,,
Costa Rica,2008,,,13563.61134,,,,,,,
Costa Rica,2007,,,13378.75534,,,,,,,
Costa Rica,2006,,,12014.05874,,,,,,,
Costa Rica,2005,,,11680.17054,,,,,,,
Costa Rica,2004,,,11138.83123,,,,,,,
Costa Rica,2003,,,11114.12492,,,,,,,
Costa Rica,2002,,,10757.81741,,,,,,,
Costa Rica,2001,,,10725.3465,,,,,,,
Costa Rica,2000,,,10415.03619,,,,,,,
Costa Rica,1999,,,10562.36082,,,,,,,
Costa Rica,1998,,,10740.24144,,,,,,,
Costa Rica,1997,,,10041.16087,,,,,,,
Costa Rica,1996,,,10003.802,,,,,,,
Costa Rica,1995,,,10017.77822,,,,,,,
Costa Rica,1994,,,10424.69289,,,,,,,
Costa Rica,1993,,,10013.63475,,,,,,,
Costa Rica,1992,,,9928.016514,,,,,,,
Costa Rica,1991,,,8785.251577,,,,,,,
Costa Rica,1990,,,8492.885741,,,,,,,
Eritrea,2020,,,6242.48957,,,,,,,
Eritrea,2019,,,6179.328169,,,,,,,
Eritrea,2018,,,6129.880168,,,,,,,
Eritrea,2017,,,5994.222366,,,,,,,
Eritrea,2016,,,5934.573265,,,,,,,
Eritrea,2015,,,5864.299964,,,,,,,
Eritrea,2014,,,5848.573954,,,,,,,
Eritrea,2013,,,5808.125444,,,,,,,
Eritrea,2012,,,5786.202034,,,,,,,
Eritrea,2011,,,5719.456724,,,,,,,
Eritrea,2010,,,5413.118314,,,,,,,
Eritrea,2009,,,5476.340344,,,,,,,
Eritrea,2008,,,5431.007274,,,,,,,
Eritrea,2007,,,5490.096505,,,,,,,
Eritrea,2006,,,5191.732235,,,,,,,
Eritrea,2005,,,5386.662965,,,,,,,
Eritrea,2004,,,5403.726672,,,,,,,
Eritrea,2003,,,5362.393979,,,,,,,
Eritrea,2002,,,5219.221887,,,,,,,
Eritrea,2001,,,5270.561594,,,,,,,
Eritrea,2000,,,5540.779701,,,,,,,
Eritrea,1999,,,5446.207491,,,,,,,
Eritrea,1998,,,5283.383681,,,,,,,
Eritrea,1997,,,5336.760172,,,,,,,
Eritrea,1996,,,4839.008862,,,,,,,
Eritrea,1995,,,4282.402952,,,,,,,
Eritrea,1994,,,4162.092179,,,,,,,
Eritrea,1993,,,3974.610767,,,,,,,
Eritrea,1992,,,4404.856322,,,,,,,
Eritrea,1991,,,3689.973806,,,,,,,
Eritrea,1990,,,3678.342635,,,,,,,
Faroe Islands,2020,,,,,,,,,,
Faroe Islands,2019,,,,,,,,,,
Faroe Islands,2018,,,,,,,,,,
Faroe Islands,2017,,,,,,,,,,
Faroe Islands,2016,,,,,,,,,,
Faroe Islands,2015,,,,,,,,,,
Faroe Islands,2014,,,,,,,,,,
Faroe Islands,2013,,,,,,,,,,
Faroe Islands,2012,,,,,,,,,,
Faroe Islands,2011,,,,,,,,,,
Faroe Islands,2010,,,,,,,,,,
Faroe Islands,2009,,,,,,,,,,
Faroe Islands,2008,,,,,,,,,,
Faroe Islands,2007,,,,,,,,,,
Faroe Islands,2006,,,,,,,,,,
Faroe Islands,2005,,,,,,,,,,
Faroe Islands,2004,,,,,,,,,,
Faroe Islands,2003,,,,,,,,,,
Faroe Islands,2002,,,,,,,,,,
Faroe Islands,2001,,,,,,,,,,
Faroe Islands,2000,,,,,,,,,,
Faroe Islands,1999,,,,,,,,,,
Faroe Islands,1998,,,,,,,,,,
Faroe Islands,1997,,,,,,,,,,
Faroe Islands,1996,,,,,,,,,,
Faroe Islands,1995,,,,,,,,,,
Faroe Islands,1994,,,,,,,,,,
Faroe Islands,1993,,,,,,,,,,
Faroe Islands,1992,,,,,,,,,,
Faroe Islands,1991,,,,,,,,,,
Faroe Islands,1990,,,,,,,,,,
Latvia,2020,,,11436.59559,,,,,,,
Latvia,2019,,,12086.47033,,,,,,,
Latvia,2018,,,12237.61476,,,,,,,
Latvia,2017,,,11701.90069,,,,,,,
Latvia,2016,,,11764.31672,,,,,,,
Latvia,2015,,,11928.83139,,,,,,,
Latvia,2014,,,11884.57289,,,,,,,
Latvia,2013,,,11940.18079,,,,,,,
Latvia,2012,,,12012.26721,,,,,,,
Latvia,2011,,,12213.05601,,,,,,,
Latvia,2010,,,12854.22932,,,,,,,
Latvia,2009,,,11713.74072,,,,,,,
Latvia,2008,,,12493.79279,,,,,,,
Latvia,2007,,,12832.0173,,,,,,,
Latvia,2006,,,12408.13996,,,,,,,
Latvia,2005,,,11874.26318,,,,,,,
Latvia,2004,,,11682.83699,,,,,,,
Latvia,2003,,,11701.00995,,,,,,,
Latvia,2002,,,11441.08179,,,,,,,
Latvia,2001,,,11401.59019,,,,,,,
Latvia,2000,,,10908.84958,,,,,,,
Latvia,1999,,,11671.68729,,,,,,,
Latvia,1998,,,12370.92172,,,,,,,
Latvia,1997,,,12804.78345,,,,,,,
Latvia,1996,,,13383.20212,,,,,,,
Latvia,1995,,,13391.19548,,,,,,,
Latvia,1994,,,15128.42336,,,,,,,
Latvia,1993,,,18098.68599,,,,,,,
Latvia,1992,,,21269.67002,,,,,,,
Latvia,1991,,,24033.09027,,,,,,,
Latvia,1990,,,25763.45465,,,,,,,
Paraguay,2020,,,50784.02825,,,,,,,
Paraguay,2019,,,49371.36829,,,,,,,
Paraguay,2018,,,48376.14553,,,,,,,
Paraguay,2017,,,49749.92728,,,,,,,
Paraguay,2016,,,47413.73092,,,,,,,
Paraguay,2015,,,46437.31596,,,,,,,
Paraguay,2014,,,46010.29691,,,,,,,
Paraguay,2013,,,43946.28825,,,,,,,
Paraguay,2012,,,42493.62369,,,,,,,
Paraguay,2011,,,41155.80824,,,,,,,
Paraguay,2010,,,39952.63228,,,,,,,
Paraguay,2009,,,37592.47978,,,,,,,
Paraguay,2008,,,35515.65358,,,,,,,
Paraguay,2007,,,35984.30548,,,,,,,
Paraguay,2006,,,33958.05688,,,,,,,
Paraguay,2005,,,33479.24037,,,,,,,
Paraguay,2004,,,32482.10962,,,,,,,
Paraguay,2003,,,34320.54787,,,,,,,
Paraguay,2002,,,32023.36552,,,,,,,
Paraguay,2001,,,32600.39397,,,,,,,
Paraguay,2000,,,30409.20902,,,,,,,
Paraguay,1999,,,31583.58583,,,,,,,
Paraguay,1998,,,31097.61373,,,,,,,
Paraguay,1997,,,30646.39624,,,,,,,
Paraguay,1996,,,29959.50835,,,,,,,
Paraguay,1995,,,30786.61456,,,,,,,
Paraguay,1994,,,28818.73545,,,,,,,
Paraguay,1993,,,28861.07455,,,,,,,
Paraguay,1992,,,28672.67436,,,,,,,
Paraguay,1991,,,29384.46696,,,,,,,
Paraguay,1990,,,32392.98337,,,,,,,
French Polynesia,2020,,,,,,,,,,
French Polynesia,2019,,,,,,,,,,
French Polynesia,2018,,,,,,,,,,
French Polynesia,2017,,,,,,,,,,
French Polynesia,2016,,,,,,,,,,
French Polynesia,2015,,,,,,,,,,
French Polynesia,2014,,,,,,,,,,
French Polynesia,2013,,,,,,,,,,
French Polynesia,2012,,,,,,,,,,
French Polynesia,2011,,,,,,,,,,
French Polynesia,2010,,,,,,,,,,
French Polynesia,2009,,,,,,,,,,
French Polynesia,2008,,,,,,,,,,
French Polynesia,2007,,,,,,,,,,
French Polynesia,2006,,,,,,,,,,
French Polynesia,2005,,,,,,,,,,
French Polynesia,2004,,,,,,,,,,
French Polynesia,2003,,,,,,,,,,
French Polynesia,2002,,,,,,,,,,
French Polynesia,2001,,,,,,,,,,
French Polynesia,2000,,,,,,,,,,
French Polynesia,1999,,,,,,,,,,
French Polynesia,1998,,,,,,,,,,
French Polynesia,1997,,,,,,,,,,
French Polynesia,1996,,,,,,,,,,
French Polynesia,1995,,,,,,,,,,
French Polynesia,1994,,,,,,,,,,
French Polynesia,1993,,,,,,,,,,
French Polynesia,1992,,,,,,,,,,
French Polynesia,1991,,,,,,,,,,
French Polynesia,1990,,,,,,,,,,
Singapore,2020,,,64266.74268,,,,,,,
Singapore,2019,,,65005.72752,,,,,,,
Singapore,2018,,,64328.24466,,,,,,,
Singapore,2017,,,65736.4066,,,,,,,
Singapore,2016,,,62652.87413,,,,,,,
Singapore,2015,,,62379.85457,,,,,,,
Singapore,2014,,,60657.51579,,,,,,,
Singapore,2013,,,59488.82101,,,,,,,
Singapore,2012,,,58591.52623,,,,,,,
Singapore,2011,,,58993.01375,,,,,,,
Singapore,2010,,,55950.37906,,,,,,,
Singapore,2009,,,52195.79653,,,,,,,
Singapore,2008,,,51630.4847,,,,,,,
Singapore,2007,,,51332.50527,,,,,,,
Singapore,2006,,,50054.47353,,,,,,,
Singapore,2005,,,49627.4788,,,,,,,
Singapore,2004,,,52348.81806,,,,,,,
Singapore,2003,,,50887.77632,,,,,,,
Singapore,2002,,,54037.20577,,,,,,,
Singapore,2001,,,54783.81103,,,,,,,
Singapore,2000,,,54856.63919,,,,,,,
Singapore,1999,,,50003.35327,,,,,,,
Singapore,1998,,,48785.35506,,,,,,,
Singapore,1997,,,49446.17154,,,,,,,
Singapore,1996,,,49352.39393,,,,,,,
Singapore,1995,,,47958.34791,,,,,,,
Singapore,1994,,,46648.54403,,,,,,,
Singapore,1993,,,43126.92566,,,,,,,
Singapore,1992,,,36668.02369,,,,,,,
Singapore,1991,,,34037.64742,,,,,,,
Singapore,1990,,,30891.22276,,,,,,,
El Salvador,2020,,,11063.80963,,,,,,,
El Salvador,2019,,,12495.49105,,,,,,,
El Salvador,2018,,,11641.82258,,,,,,,
El Salvador,2017,,,11280.12151,,,,,,,
El Salvador,2016,,,12171.42074,,,,,,,
El Salvador,2015,,,12218.54067,,,,,,,
El Salvador,2014,,,11777.42223,,,,,,,
El Salvador,2013,,,11477.78489,,,,,,,
El Salvador,2012,,,12254.75355,,,,,,,
El Salvador,2011,,,12098.14912,,,,,,,
El Salvador,2010,,,12188.34908,,,,,,,
El Salvador,2009,,,12437.63759,,,,,,,
El Salvador,2008,,,12813.46089,,,,,,,
El Salvador,2007,,,13369.6539,,,,,,,
El Salvador,2006,,,12797.44821,,,,,,,
El Salvador,2005,,,12313.42481,,,,,,,
El Salvador,2004,,,11924.52645,,,,,,,
El Salvador,2003,,,11571.98069,,,,,,,
El Salvador,2002,,,10998.61752,,,,,,,
El Salvador,2001,,,10759.78866,,,,,,,
El Salvador,2000,,,10116.5256,,,,,,,
El Salvador,1999,,,10509.26372,,,,,,,
El Salvador,1998,,,10300.38794,,,,,,,
El Salvador,1997,,,10188.04367,,,,,,,
El Salvador,1996,,,9324.391689,,,,,,,
El Salvador,1995,,,9377.296012,,,,,,,
El Salvador,1994,,,9107.74773,,,,,,,
El Salvador,1993,,,8494.925478,,,,,,,
El Salvador,1992,,,8018.712826,,,,,,,
El Salvador,1991,,,7644.197374,,,,,,,
El Salvador,1990,,,6857.134022,,,,,,,
Suriname,2020,,,4312.425111,,,,,,,
Suriname,2019,,,4358.760518,,,,,,,
Suriname,2018,,,3780.226024,,,,,,,
Suriname,2017,,,4135.920431,,,,,,,
Suriname,2016,,,4648.008337,,,,,,,
Suriname,2015,,,4352.376443,,,,,,,
Suriname,2014,,,4267.688094,,,,,,,
Suriname,2013,,,3870.207145,,,,,,,
Suriname,2012,,,4001.347796,,,,,,,
Suriname,2011,,,3532.494146,,,,,,,
Suriname,2010,,,3286.180597,,,,,,,
Suriname,2009,,,2927.821497,,,,,,,
Suriname,2008,,,2808.229398,,,,,,,
Suriname,2007,,,2626.854198,,,,,,,
Suriname,2006,,,2721.114799,,,,,,,
Suriname,2005,,,2785.835899,,,,,,,
Suriname,2004,,,2562.865515,,,,,,,
Suriname,2003,,,2386.462732,,,,,,,
Suriname,2002,,,2181.796348,,,,,,,
Suriname,2001,,,2744.132265,,,,,,,
Suriname,2000,,,2667.507982,,,,,,,
Suriname,1999,,,3362.158346,,,,,,,
Suriname,1998,,,3331.068194,,,,,,,
Suriname,1997,,,3331.547642,,,,,,,
Suriname,1996,,,3355.81709,,,,,,,
Suriname,1995,,,3314.011937,,,,,,,
Suriname,1994,,,3263.900978,,,,,,,
Suriname,1993,,,3227.114115,,,,,,,
Suriname,1992,,,3277.445951,,,,,,,
Suriname,1991,,,3174.050387,,,,,,,
Suriname,1990,,,2816.594522,,,,,,,
Uruguay,2020,,,35994.19321,,,,,,,
Uruguay,2019,,,36560.93778,,,,,,,
Uruguay,2018,,,36239.20895,,,,,,,
Uruguay,2017,,,36326.40903,,,,,,,
Uruguay,2016,,,37086.2774,,,,,,,
Uruguay,2015,,,36807.52917,,,,,,,
Uruguay,2014,,,36920.50083,,,,,,,
Uruguay,2013,,,37423.4523,,,,,,,
Uruguay,2012,,,38415.67806,,,,,,,
Uruguay,2011,,,37547.54342,,,,,,,
Uruguay,2010,,,35997.26408,,,,,,,
Uruguay,2009,,,38394.97792,,,,,,,
Uruguay,2008,,,38840.32107,,,,,,,
Uruguay,2007,,,36267.40471,,,,,,,
Uruguay,2006,,,37305.26135,,,,,,,
Uruguay,2005,,,35171.5828,,,,,,,
Uruguay,2004,,,34999.62879,,,,,,,
Uruguay,2003,,,33092.49209,,,,,,,
Uruguay,2002,,,32208.80289,,,,,,,
Uruguay,2001,,,31896.25416,,,,,,,
Uruguay,2000,,,32273.77492,,,,,,,
Uruguay,1999,,,34147.55794,,,,,,,
Uruguay,1998,,,33089.86666,,,,,,,
Uruguay,1997,,,33499.86578,,,,,,,
Uruguay,1996,,,33789.17551,,,,,,,
Uruguay,1995,,,32465.80583,,,,,,,
Uruguay,1994,,,32271.55842,,,,,,,
Uruguay,1993,,,32389.42562,,,,,,,
Uruguay,1992,,,31854.78212,,,,,,,
Uruguay,1991,,,30247.15412,,,,,,,
Uruguay,1990,,,28636.01992,,,,,,,
Aruba,2020,,,,0.134255302359952,,,,,,
Aruba,2019,,,,0.451969658863314,,,,,,
Aruba,2018,,,,0.494795263046989,,,,,,
Aruba,2017,,,,0.537295706145068,,,,,,
Aruba,2016,,,,0.590062487333077,,,,,,
Aruba,2015,,,,0.63795916173479,,,,,,
Aruba,2014,,,,0.691615260101675,,,,,,
Aruba,2013,,,,0.749301039347625,,,,,,
Aruba,2012,,,,0.810230587788097,,,,,,
Aruba,2011,,,,0.939355909629835,,,,,,
Aruba,2010,,,,1.13154104048985,,,,,,
Aruba,2009,,,,1.23323132057229,,,,,,
Aruba,2008,,,,1.24139737678817,,,,,,
Aruba,2007,,,,1.22771081489399,,,,,,
Aruba,2006,,,,1.18156554573069,,,,,,
Aruba,2005,,,,1.00307718391638,,,,,,
Aruba,2004,,,,0.900989229759957,,,,,,
Aruba,2003,,,,0.997395547284924,,,,,,
Aruba,2002,,,,1.19471805545637,,,,,,
Aruba,2001,,,,1.76875662143885,,,,,,
Aruba,2000,,,,2.53923444445246,,,,,,
Aruba,1999,,,,2.93441292558764,,,,,,
Aruba,1998,,,,3.00480452491461,,,,,,
Aruba,1997,,,,3.02735876796255,,,,,,
Aruba,1996,,,,3.02578893630418,,,,,,
Aruba,1995,,,,3.08406097784149,,,,,,
Aruba,1994,,,,3.19602914606154,,,,,,
Aruba,1993,,,,3.04193161032362,,,,,,
Aruba,1992,,,,3.37286419184246,,,,,,
Aruba,1991,,,,3.22241452912309,,,,,,
Aruba,1990,,,,1.71290678473822,,,,,,
Bahrain,2020,,,,-1.12524267833833,,,,,,
Bahrain,2019,,,,0.459362584678761,,,,,,
Bahrain,2018,,,,2.07237016433842,,,,,,
Bahrain,2017,,,,3.29163380324261,,,,,,
Bahrain,2016,,,,3.42907892150581,,,,,,
Bahrain,2015,,,,3.81660491261165,,,,,,
Bahrain,2014,,,,3.84537935863732,,,,,,
Bahrain,2013,,,,2.95475711852975,,,,,,
Bahrain,2012,,,,1.05556298562381,,,,,,
Bahrain,2011,,,,-0.12928111452105,,,,,,
Bahrain,2010,,,,2.85774564487366,,,,,,
Bahrain,2009,,,,6.03817950789,,,,,,
Bahrain,2008,,,,6.4936855776179,,,,,,
Bahrain,2007,,,,6.91804991621101,,,,,,
Bahrain,2006,,,,7.37799675652121,,,,,,
Bahrain,2005,,,,7.89520208580362,,,,,,
Bahrain,2004,,,,6.85193933235192,,,,,,
Bahrain,2003,,,,3.92194796267708,,,,,,
Bahrain,2002,,,,2.44395122899014,,,,,,
Bahrain,2001,,,,2.6102630692956,,,,,,
Bahrain,2000,,,,2.7515762605179,,,,,,
